id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,quit
367864,sales,middle,high,4,no,no,1,50400,no
192770,sales,junior,medium,1,no,no,4,28800,no
365585,purchasing,middle,high,5,no,no,3,58800,no
381737,sales,middle,low,1,no,no,4,28800,no
541545,purchasing,middle,medium,9,no,no,2,43200,no
327546,technology,middle,medium,6,no,yes,3,44400,no
492556,purchasing,junior,medium,1,no,no,4,21600,yes
449796,sales,junior,medium,1,no,no,3,26400,yes
415759,technology,junior,high,2,no,no,3,46800,yes
955427,technology,junior,medium,1,no,no,3,33600,no
814082,sales,junior,low,1,no,yes,3,14400,yes
188067,hr,middle,low,3,no,yes,4,30000,yes
570757,sales,sinior,high,3,no,no,3,75600,no
423894,sales,middle,medium,5,no,no,5,38400,no
245083,purchasing,middle,medium,5,yes,no,3,32400,no
564396,technology,middle,low,5,no,no,5,33600,no
310176,technology,junior,medium,3,no,no,4,31200,no
580164,sales,junior,high,1,no,no,5,37200,no
926325,purchasing,junior,medium,1,no,no,4,22800,yes
556225,technology,junior,medium,2,no,no,4,31200,no
912900,sales,junior,low,1,no,no,3,18000,yes
435062,technology,middle,low,7,no,no,5,22800,no
879772,hr,middle,high,6,no,no,3,55200,no
844521,hr,middle,medium,6,no,no,4,40800,no
550254,hr,junior,low,2,no,no,3,19200,yes
926940,sales,sinior,high,7,no,no,4,64800,no
692845,sales,middle,low,5,no,no,3,22800,no
864403,hr,junior,medium,1,no,no,4,22800,yes
592197,technology,middle,low,1,no,no,3,27600,yes
638362,sales,middle,high,3,no,no,5,48000,yes
799432,purchasing,junior,medium,5,no,no,5,21600,yes
683997,sales,junior,medium,1,no,no,4,24000,no
973311,technology,middle,medium,6,no,no,4,50400,no
241152,sales,junior,medium,2,no,no,4,27600,no
914054,technology,junior,low,1,no,no,3,21600,yes
511512,marketing,junior,medium,1,no,no,3,30000,yes
972277,sales,middle,high,7,no,no,4,48000,yes
728526,sales,junior,medium,3,no,no,5,21600,no
923783,sales,junior,medium,2,no,yes,4,27600,no
397451,purchasing,middle,medium,4,no,no,2,37200,no
274183,sales,junior,low,2,no,yes,4,12000,yes
585510,sales,junior,low,3,no,no,4,18000,no
496275,technology,sinior,high,10,no,no,4,80400,no
438606,sales,middle,high,5,no,no,3,46800,no
881564,sales,junior,low,3,no,no,4,18000,no
784706,sales,junior,low,5,no,no,5,18000,no
271907,purchasing,junior,low,2,no,no,4,15600,no
836601,hr,sinior,low,10,no,no,2,25200,no
266425,sales,junior,low,1,no,yes,3,12000,yes
726933,purchasing,middle,high,5,no,yes,1,51600,no
919649,sales,junior,medium,3,no,no,4,21600,no
294317,technology,junior,high,3,no,yes,4,48000,yes
684032,marketing,junior,medium,1,no,no,3,22800,yes
224457,technology,junior,medium,2,no,no,4,26400,no
599441,sales,junior,low,3,no,no,3,18000,yes
627554,sales,middle,medium,5,no,no,3,43200,no
894796,marketing,junior,medium,2,no,no,3,30000,no
503380,technology,junior,medium,5,no,no,3,30000,no
356547,sales,junior,low,2,no,no,4,15600,no
560250,technology,middle,high,4,no,no,2,66000,no
298111,technology,middle,low,3,no,no,1,32400,yes
697117,purchasing,middle,medium,7,no,yes,4,39600,no
590753,marketing,junior,medium,3,no,yes,3,24000,yes
715343,hr,middle,low,5,no,no,5,20400,no
651445,purchasing,middle,low,4,no,no,3,19200,yes
535797,purchasing,junior,low,2,no,yes,2,19200,yes
950993,hr,middle,high,5,no,no,5,57600,no
917029,technology,junior,medium,1,no,no,4,31200,no
466914,sales,middle,medium,5,no,no,3,42000,no
839298,hr,junior,high,2,no,no,4,40800,no
698012,sales,junior,medium,2,no,no,5,21600,no
498294,sales,middle,medium,3,no,no,3,40800,no
335745,marketing,middle,medium,4,no,no,4,40800,no
543882,marketing,sinior,low,3,no,no,3,26400,yes
589234,purchasing,junior,medium,2,no,no,4,28800,no
745279,technology,middle,low,8,no,no,1,32400,no
936475,technology,junior,medium,4,no,no,4,31200,no
559233,technology,middle,medium,7,no,no,4,39600,no
872553,marketing,junior,medium,1,no,yes,3,24000,yes
972832,sales,middle,high,7,no,no,4,48000,no
111247,purchasing,junior,low,2,no,no,4,19200,no
876540,hr,sinior,high,5,no,no,5,75600,no
455931,purchasing,junior,medium,1,no,no,4,28800,no
325223,marketing,sinior,high,6,no,no,4,75600,no
170187,sales,junior,medium,2,no,yes,2,20400,yes
577562,technology,junior,medium,1,no,no,4,26400,yes
346926,marketing,sinior,high,9,no,no,3,79200,no
739787,technology,junior,low,1,no,no,3,22800,yes
123314,sales,middle,medium,9,no,no,2,42000,no
120622,technology,junior,medium,1,no,no,3,26400,yes
831800,marketing,middle,medium,6,no,yes,4,37200,no
836552,marketing,junior,medium,1,no,yes,3,30000,yes
148121,technology,junior,medium,2,no,no,2,30000,yes
192910,marketing,junior,medium,1,no,no,5,27600,no
424921,marketing,junior,low,2,no,no,4,20400,no
256794,sales,junior,low,3,no,no,4,15600,no
706009,hr,junior,medium,4,no,yes,4,30000,no
284064,hr,sinior,medium,10,no,no,5,62400,no
333298,hr,middle,low,2,no,no,5,30000,no
999915,hr,middle,low,5,no,no,3,20400,no
701301,hr,junior,medium,3,no,no,2,21600,yes
699707,technology,junior,medium,1,no,no,3,30000,yes
593910,technology,middle,medium,5,no,no,5,51600,no
796122,hr,junior,medium,1,no,no,4,27600,no
507738,marketing,middle,high,6,no,no,2,50400,no
212338,purchasing,middle,high,4,no,yes,1,56400,no
990145,sales,junior,low,1,no,no,5,18000,yes
460982,purchasing,middle,medium,4,no,yes,3,33600,no
492474,purchasing,sinior,high,8,no,no,4,67200,no
152091,hr,middle,medium,5,no,no,2,44400,no
533655,sales,middle,medium,6,no,no,4,38400,no
336733,sales,middle,medium,4,no,no,4,43200,no
593372,marketing,middle,medium,6,no,no,3,36000,no
875460,technology,junior,medium,1,no,no,4,31200,no
427391,sales,junior,medium,3,no,no,1,20400,yes
692180,sales,sinior,low,6,no,no,5,38400,no
945314,sales,middle,low,5,no,yes,2,27600,no
785722,marketing,junior,medium,1,no,no,2,22800,yes
676647,sales,middle,low,3,no,no,2,22800,yes
576600,sales,middle,medium,4,no,no,5,33600,no
668929,purchasing,junior,medium,3,no,no,1,21600,yes
516172,purchasing,middle,medium,7,no,no,3,32400,no
580472,technology,junior,low,1,no,no,3,19200,yes
781244,hr,middle,medium,8,no,yes,3,44400,no
937592,marketing,middle,medium,2,yes,no,4,46800,no
517180,hr,middle,low,7,no,no,2,24000,no
889292,technology,junior,low,2,no,no,4,19200,no
870743,sales,middle,high,7,no,no,5,48000,no
796350,technology,junior,medium,1,no,no,4,27600,no
780798,purchasing,middle,medium,8,no,no,4,34800,no
468328,sales,junior,high,2,no,no,5,31200,yes
534356,sales,middle,medium,6,no,no,4,44400,no
775247,purchasing,middle,low,5,no,no,5,28800,no
789702,sales,middle,high,2,yes,no,4,54000,no
361397,technology,junior,low,2,no,yes,3,15600,yes
369819,marketing,middle,medium,3,no,no,4,46800,no
749381,sales,middle,medium,6,no,no,4,33600,no
879368,marketing,middle,medium,4,yes,no,3,36000,no
692102,technology,middle,high,5,no,no,4,69600,no
252524,sales,junior,medium,1,no,no,4,21600,no
572092,purchasing,middle,low,3,no,no,5,25200,no
912802,marketing,junior,low,1,no,yes,4,20400,yes
938581,sales,middle,low,6,no,no,2,22800,no
552275,marketing,junior,medium,1,no,no,3,31200,yes
310572,sales,junior,high,1,no,no,5,33600,no
700787,marketing,middle,high,1,no,no,3,60000,no
387696,technology,junior,low,5,no,no,4,22800,no
699893,marketing,middle,high,9,no,no,5,51600,no
833646,technology,junior,medium,5,no,no,3,30000,no
643217,sales,middle,high,9,no,no,4,48000,no
949382,sales,junior,medium,1,no,no,3,21600,yes
865778,purchasing,middle,high,7,no,no,3,46800,no
844805,purchasing,junior,low,2,no,no,4,15600,no
778565,technology,middle,medium,2,no,no,3,38400,no
368897,purchasing,sinior,low,8,no,no,1,31200,no
754769,purchasing,junior,medium,2,no,yes,3,25200,yes
652133,hr,junior,medium,3,no,no,3,28800,yes
453113,sales,junior,medium,4,no,no,4,27600,no
667822,sales,middle,high,2,no,no,4,54000,no
211527,sales,middle,medium,7,no,no,4,38400,no
204726,technology,junior,medium,1,no,no,4,34800,no
748570,technology,middle,low,5,no,no,2,21600,no
370044,purchasing,middle,low,6,no,no,4,19200,no
835868,technology,middle,low,7,no,no,4,22800,no
560978,hr,junior,medium,4,no,yes,3,22800,no
487932,hr,middle,low,2,no,no,3,24000,yes
976565,technology,middle,low,3,no,no,4,34800,no
157974,sales,middle,medium,9,no,no,4,38400,no
111573,technology,middle,high,7,no,yes,5,64800,no
637069,sales,middle,high,6,no,no,4,48000,no
538711,sales,junior,medium,2,no,no,4,28800,no
847715,technology,middle,medium,4,no,no,4,45600,no
359898,technology,junior,medium,1,no,no,3,26400,yes
998517,purchasing,middle,low,5,no,no,3,19200,no
206581,sales,middle,medium,9,no,yes,3,32400,no
930631,technology,middle,high,6,no,yes,3,54000,no
132087,sales,junior,low,2,no,yes,2,12000,yes
126365,technology,middle,medium,7,no,no,4,50400,no
636960,sales,junior,medium,2,no,no,2,26400,no
809185,technology,middle,low,7,no,yes,3,21600,no
788571,sales,junior,low,1,no,yes,3,14400,yes
837769,sales,junior,medium,1,no,yes,4,24000,yes
923282,sales,junior,medium,1,no,no,5,28800,no
747752,technology,junior,medium,2,no,no,1,26400,yes
854743,marketing,sinior,medium,9,no,no,3,48000,no
102844,sales,junior,medium,1,no,no,3,27600,yes
927755,technology,middle,medium,7,no,no,4,45600,no
789566,sales,sinior,high,9,no,yes,4,66000,no
230030,marketing,junior,medium,2,no,no,4,31200,no
804263,hr,junior,medium,2,no,no,5,24000,no
415266,sales,junior,low,1,no,no,5,19200,yes
645780,hr,junior,medium,2,no,no,4,30000,no
898738,sales,middle,low,4,no,no,3,27600,no
549583,marketing,junior,low,3,no,no,5,14400,yes
435874,sales,junior,medium,3,no,yes,2,20400,yes
132215,purchasing,middle,medium,7,no,no,4,33600,no
679765,sales,sinior,medium,2,no,no,4,57600,no
305605,technology,middle,high,5,no,no,3,56400,no
399958,sales,middle,medium,4,no,no,5,33600,no
831619,sales,middle,high,3,no,no,4,57600,no
685062,marketing,middle,high,5,no,no,5,58800,no
473265,purchasing,sinior,high,4,no,no,3,79200,no
259125,technology,middle,high,5,no,no,4,57600,no
918828,technology,sinior,medium,8,no,no,4,56400,no
676623,sales,junior,low,3,no,no,2,14400,no
869267,sales,middle,medium,6,no,no,4,44400,no
988004,technology,middle,high,1,no,yes,2,61200,no
653679,technology,junior,high,1,no,no,4,43200,yes
452708,sales,junior,high,3,no,no,3,36000,yes
878161,sales,sinior,medium,9,no,no,4,58800,no
108631,marketing,middle,high,3,no,no,4,56400,no
782418,purchasing,middle,low,2,no,no,4,24000,no
884059,sales,junior,low,1,no,no,3,12000,yes
483748,marketing,junior,low,2,no,no,3,13200,yes
821372,technology,junior,medium,4,no,no,4,36000,no
380374,sales,middle,medium,6,no,no,4,43200,no
489023,sales,junior,low,3,no,no,5,19200,no
822853,purchasing,junior,medium,3,no,yes,4,25200,no
894523,technology,junior,medium,1,no,yes,3,30000,yes
108294,purchasing,middle,low,6,no,yes,3,18000,no
114676,marketing,middle,low,4,no,yes,3,25200,no
591974,hr,middle,medium,5,no,yes,4,40800,no
885163,hr,junior,medium,3,no,no,4,24000,no
702333,sales,junior,high,1,no,yes,2,30000,yes
997247,sales,middle,low,6,no,yes,3,27600,no
180094,technology,sinior,high,6,yes,no,4,80400,no
109269,marketing,junior,low,1,no,yes,3,13200,yes
522136,technology,junior,low,1,no,no,1,18000,yes
827894,technology,middle,medium,4,no,no,5,39600,no
238757,purchasing,junior,low,3,no,no,4,15600,no
120493,purchasing,middle,high,6,yes,no,5,56400,no
566112,technology,sinior,high,2,no,no,4,94800,no
426609,purchasing,middle,low,6,no,no,3,22800,no
565927,sales,junior,low,1,no,no,4,12000,no
826263,technology,middle,low,5,no,no,4,22800,no
764799,technology,junior,medium,1,no,no,4,31200,no
603470,purchasing,middle,medium,10,no,no,2,42000,no
160304,sales,middle,low,2,no,no,4,24000,no
896592,purchasing,middle,medium,2,no,no,3,44400,no
352180,sales,junior,medium,2,no,no,4,28800,no
594822,hr,junior,medium,1,no,no,4,26400,yes
278380,sales,junior,high,1,no,no,5,38400,no
534491,purchasing,junior,low,3,no,yes,3,12000,yes
314977,technology,middle,medium,4,no,no,5,40800,no
887191,sales,junior,medium,4,no,yes,3,26400,no
282515,technology,junior,low,3,no,no,4,19200,no
661128,marketing,middle,medium,6,no,no,4,42000,no
648054,sales,junior,medium,1,no,no,5,21600,no
122401,hr,middle,medium,7,no,no,4,40800,no
110346,marketing,middle,low,7,no,no,5,25200,no
173956,purchasing,middle,high,6,no,no,2,57600,yes
924726,hr,junior,medium,2,no,no,4,22800,no
745716,sales,middle,high,7,no,no,4,52800,no
512466,marketing,junior,high,1,no,no,3,40800,yes
911343,marketing,junior,medium,1,no,no,3,26400,yes
345688,sales,middle,medium,4,no,no,3,31200,no
951781,sales,middle,low,4,no,no,4,19200,no
804277,sales,middle,medium,3,no,no,4,38400,no
452288,technology,middle,medium,7,no,no,2,49200,no
351475,sales,junior,low,3,no,yes,3,18000,yes
679424,purchasing,junior,medium,1,no,no,1,25200,yes
537756,hr,sinior,high,10,no,no,4,75600,no
559396,hr,middle,low,1,no,no,1,24000,yes
698176,sales,middle,low,4,no,no,4,24000,yes
335070,technology,junior,low,3,no,no,2,22800,yes
773931,purchasing,sinior,high,8,no,yes,1,70800,no
337137,marketing,middle,medium,7,no,no,5,48000,no
758734,technology,junior,low,1,no,no,3,19200,no
658318,marketing,junior,medium,2,no,no,4,27600,no
961282,sales,middle,high,7,no,no,1,50400,no
918133,marketing,middle,high,2,no,yes,3,62400,no
401833,hr,middle,medium,7,no,no,4,40800,no
863709,marketing,junior,medium,2,no,no,4,31200,no
782750,sales,junior,medium,1,no,no,4,25200,no
166786,marketing,junior,medium,2,no,no,4,27600,no
928898,marketing,sinior,high,9,no,no,4,69600,no
170547,technology,sinior,medium,7,no,no,4,56400,no
533935,technology,middle,high,3,no,no,3,66000,no
629062,technology,junior,medium,2,no,no,3,26400,yes
983167,hr,sinior,high,4,no,yes,4,67200,no
186221,hr,junior,medium,1,no,no,4,30000,no
628078,technology,junior,medium,5,no,no,3,31200,no
902841,purchasing,sinior,medium,8,no,no,3,46800,no
582758,sales,junior,low,1,no,no,5,12000,yes
765978,sales,junior,low,2,no,no,5,18000,no
733223,purchasing,middle,high,7,no,yes,3,57600,no
841048,sales,sinior,high,10,no,no,4,66000,no
808249,marketing,middle,medium,5,no,yes,4,37200,no
147370,purchasing,middle,low,2,no,no,2,22800,yes
564769,technology,junior,low,1,no,no,4,15600,yes
342563,technology,junior,medium,1,no,no,4,34800,no
285810,sales,middle,medium,3,no,no,5,38400,no
722681,marketing,junior,low,2,no,no,5,14400,yes
221695,sales,junior,high,2,no,no,4,34800,no
975857,marketing,middle,high,7,no,no,4,62400,no
877289,technology,junior,medium,2,no,no,4,34800,no
677109,technology,junior,medium,1,no,no,4,31200,no
419684,marketing,middle,medium,5,no,yes,3,40800,no
102951,purchasing,middle,low,3,no,no,5,20400,no
442339,technology,junior,low,2,no,no,4,19200,yes
510374,purchasing,middle,medium,5,no,no,4,39600,no
884925,hr,junior,medium,2,no,no,3,28800,no
202774,hr,middle,high,9,no,no,3,58800,no
329168,sales,middle,low,5,no,no,3,24000,no
257097,purchasing,junior,medium,3,no,no,4,26400,no
713409,purchasing,middle,low,3,no,no,3,28800,yes
490120,technology,junior,low,3,no,no,4,19200,no
846590,hr,junior,low,1,no,no,2,19200,yes
847809,technology,sinior,low,10,no,no,4,31200,no
530713,sales,sinior,medium,7,yes,no,3,44400,no
376938,sales,middle,low,5,no,no,4,24000,no
909834,technology,junior,low,3,no,no,4,22800,yes
340461,technology,junior,low,1,no,no,5,24000,no
962937,technology,middle,low,3,no,no,1,32400,yes
835172,technology,junior,low,1,no,yes,2,14400,yes
459398,marketing,middle,medium,9,no,no,4,40800,no
303437,purchasing,junior,medium,3,no,no,4,26400,no
384808,sales,junior,medium,2,no,no,3,27600,no
651390,technology,junior,low,1,no,no,2,18000,yes
360216,technology,junior,medium,1,no,no,1,30000,no
855832,technology,sinior,medium,10,no,yes,3,55200,no
752475,sales,junior,medium,5,no,no,5,28800,no
820512,technology,middle,high,4,no,no,3,55200,no
685541,technology,sinior,medium,3,no,no,2,54000,no
441351,hr,middle,medium,6,no,no,4,39600,no
160198,technology,middle,low,6,no,no,3,22800,no
613883,sales,junior,medium,1,no,no,3,25200,no
816965,purchasing,junior,low,1,no,no,4,15600,no
159757,marketing,middle,medium,4,no,no,4,37200,no
387758,marketing,junior,low,2,no,no,4,18000,no
907458,marketing,middle,high,8,no,no,4,62400,no
147311,hr,junior,medium,1,no,no,2,25200,yes
705389,hr,middle,high,8,no,no,4,61200,no
564493,sales,middle,medium,6,no,no,5,34800,no
179599,sales,junior,medium,2,no,no,4,21600,no
291627,hr,middle,medium,2,no,no,2,39600,no
796615,purchasing,middle,medium,7,no,no,5,45600,no
247880,technology,junior,medium,2,no,no,4,36000,no
178204,sales,middle,high,1,no,yes,3,46800,yes
282856,sales,junior,low,1,no,no,4,19200,yes
314118,hr,junior,low,4,no,yes,4,20400,no
431525,marketing,middle,high,7,no,no,4,57600,no
505420,technology,junior,medium,1,no,no,2,25200,yes
129026,sales,middle,high,7,no,no,3,55200,no
468427,sales,junior,medium,2,no,no,4,25200,no
418108,sales,junior,medium,2,no,no,4,21600,no
806886,sales,junior,medium,3,no,no,5,25200,no
623401,sales,junior,medium,5,no,yes,3,27600,no
755131,sales,sinior,medium,6,no,no,5,46800,yes
276585,marketing,sinior,medium,10,no,no,5,55200,no
222961,sales,sinior,medium,10,yes,no,4,51600,no
148561,purchasing,junior,medium,2,no,no,4,28800,no
629045,marketing,middle,low,7,no,no,3,24000,no
893812,sales,junior,medium,2,no,no,3,27600,no
573345,sales,middle,high,4,no,yes,1,50400,no
772293,technology,junior,medium,2,no,no,4,36000,no
359629,marketing,middle,low,10,no,no,4,31200,no
209200,technology,middle,low,6,no,no,5,28800,no
596780,marketing,junior,medium,1,no,no,4,31200,no
514150,technology,junior,medium,2,no,no,5,36000,no
559628,marketing,junior,medium,3,no,no,3,24000,yes
644853,sales,middle,medium,7,no,no,3,40800,no
921940,sales,junior,medium,2,no,no,3,26400,yes
638196,marketing,middle,medium,6,no,no,5,37200,no
659735,sales,junior,low,4,no,no,1,14400,yes
811910,sales,middle,high,3,no,no,4,52800,no
557165,sales,middle,medium,5,no,no,3,38400,no
697542,technology,middle,high,7,no,no,3,67200,no
524087,purchasing,junior,medium,2,no,no,3,22800,yes
462984,marketing,middle,medium,9,no,no,3,34800,no
745507,sales,middle,low,7,no,no,3,27600,no
537394,hr,junior,medium,1,no,no,3,28800,yes
741237,marketing,junior,low,2,no,no,3,13200,yes
347519,purchasing,junior,low,2,no,no,4,12000,no
385476,technology,sinior,high,9,yes,no,4,80400,no
296140,purchasing,middle,medium,3,no,no,3,42000,no
854296,sales,junior,high,1,no,no,3,33600,yes
670713,technology,junior,high,4,no,no,4,43200,no
813685,hr,middle,medium,3,no,no,5,45600,no
292834,marketing,junior,medium,2,no,no,4,27600,no
837086,purchasing,middle,low,5,no,no,4,24000,no
458643,technology,junior,high,1,no,no,4,43200,yes
476777,purchasing,sinior,medium,5,no,no,5,62400,no
813849,hr,junior,medium,1,no,no,4,30000,no
848485,sales,junior,medium,3,no,no,4,25200,no
750148,sales,middle,medium,5,no,no,2,36000,no
483363,sales,middle,low,10,no,no,4,28800,no
304123,purchasing,middle,low,4,no,yes,1,22800,no
977325,marketing,junior,low,1,no,yes,3,20400,yes
619458,purchasing,junior,medium,4,no,no,4,21600,no
541707,sales,junior,medium,1,no,no,4,21600,no
695023,sales,junior,medium,3,no,no,4,21600,no
685790,purchasing,junior,low,3,no,no,4,15600,no
473391,hr,junior,low,4,no,no,3,13200,yes
176288,marketing,junior,medium,1,no,yes,4,27600,yes
213718,sales,middle,low,6,no,yes,4,24000,yes
184222,marketing,junior,low,2,no,no,4,16800,no
423890,technology,middle,medium,6,no,no,3,51600,no
430297,purchasing,junior,low,1,no,no,3,12000,yes
993467,sales,middle,high,7,no,no,5,57600,no
161811,hr,junior,low,1,no,no,3,19200,yes
873574,sales,middle,high,3,no,no,4,48000,yes
768958,marketing,junior,low,1,no,no,5,14400,yes
427506,purchasing,sinior,high,7,no,no,3,69600,no
635165,sales,junior,medium,2,no,yes,3,26400,yes
169933,hr,sinior,medium,2,no,no,4,61200,no
422786,technology,middle,medium,7,no,no,4,45600,no
724020,hr,middle,high,3,no,yes,3,50400,no
329937,technology,middle,medium,7,no,no,4,51600,no
974543,purchasing,junior,low,2,no,yes,3,12000,yes
533203,sales,middle,low,6,no,no,4,19200,no
298795,purchasing,junior,low,2,no,no,5,19200,no
750439,sales,junior,medium,5,no,no,4,24000,no
169415,technology,middle,low,5,no,no,4,22800,no
153340,sales,middle,medium,6,no,no,2,37200,no
148347,purchasing,junior,medium,1,no,no,4,26400,no
181983,technology,junior,medium,2,no,no,3,26400,yes
938529,marketing,junior,medium,3,no,no,3,24000,yes
575060,hr,middle,medium,5,no,no,4,34800,no
742479,purchasing,junior,medium,1,no,no,3,25200,yes
452180,marketing,middle,low,5,no,no,2,25200,yes
358386,marketing,junior,medium,4,no,yes,2,26400,no
195181,technology,junior,medium,1,no,no,5,27600,no
724410,sales,middle,high,5,no,no,4,58800,no
939786,technology,middle,medium,7,no,no,1,38400,no
696132,technology,middle,low,4,no,no,3,21600,no
275721,sales,junior,low,1,no,no,5,19200,yes
815430,technology,middle,medium,3,no,no,4,45600,no
553822,technology,middle,high,2,no,no,4,57600,no
951331,sales,middle,high,4,no,no,3,46800,no
253297,sales,junior,medium,1,no,no,4,21600,yes
710296,purchasing,junior,low,3,no,no,4,12000,yes
890183,sales,middle,low,3,no,no,4,28800,no
843933,sales,junior,medium,4,no,no,1,26400,no
100469,marketing,junior,medium,1,no,no,4,28800,no
938323,hr,middle,low,9,no,no,3,24000,no
136525,technology,junior,low,2,no,yes,2,19200,yes
446112,technology,middle,low,4,no,no,4,28800,no
929765,marketing,junior,medium,2,no,no,2,27600,no
718253,technology,middle,low,7,no,no,3,32400,no
633388,sales,middle,high,5,no,yes,5,55200,no
245979,marketing,junior,medium,1,no,no,4,27600,no
543392,sales,middle,high,4,no,no,4,52800,no
552590,hr,middle,high,6,no,yes,1,54000,no
726505,technology,middle,medium,5,no,yes,4,40800,no
955129,sales,junior,low,4,no,no,2,12000,yes
273397,marketing,middle,medium,3,no,no,4,46800,no
974561,purchasing,junior,low,5,no,no,3,19200,yes
529115,purchasing,middle,medium,5,no,no,1,37200,no
921297,sales,middle,low,7,no,yes,3,27600,no
542209,sales,junior,medium,2,no,no,4,21600,no
464718,sales,middle,high,9,no,no,4,54000,no
825964,marketing,middle,low,5,no,no,3,25200,no
612149,technology,junior,low,1,no,no,2,18000,yes
263106,technology,middle,low,5,yes,no,3,21600,no
987501,marketing,middle,low,1,no,no,4,20400,yes
145961,hr,junior,low,3,no,no,2,12000,yes
168057,marketing,middle,medium,7,no,no,4,42000,no
849078,sales,middle,medium,5,no,no,4,33600,no
353782,sales,sinior,low,10,no,no,3,38400,yes
621299,purchasing,middle,medium,6,no,yes,3,44400,no
250135,technology,junior,medium,1,no,no,3,33600,yes
613308,technology,middle,high,3,no,no,2,66000,no
224932,purchasing,middle,medium,7,no,no,4,33600,no
798855,sales,junior,medium,3,no,no,5,27600,no
296069,sales,sinior,high,4,no,yes,3,68400,no
430592,marketing,junior,medium,3,no,no,5,24000,no
143360,sales,junior,low,3,no,no,4,18000,no
237234,sales,middle,medium,5,no,no,3,42000,no
369852,sales,junior,medium,3,no,yes,3,24000,yes
819956,purchasing,junior,high,2,no,no,4,38400,yes
857052,technology,middle,medium,5,no,no,3,44400,no
668942,hr,middle,high,6,no,no,4,62400,no
942862,purchasing,middle,high,6,no,yes,2,46800,no
327728,hr,middle,medium,9,no,yes,4,40800,no
438855,purchasing,junior,medium,1,no,no,4,25200,no
649026,marketing,middle,medium,4,no,no,4,42000,no
858165,sales,middle,medium,4,no,no,4,33600,no
387301,sales,junior,medium,3,no,yes,5,21600,yes
806684,purchasing,middle,low,8,no,no,4,25200,no
295517,sales,middle,medium,9,no,no,2,42000,no
691965,marketing,junior,low,1,no,no,3,16800,yes
106765,technology,junior,medium,1,no,no,4,31200,no
179737,technology,junior,medium,1,no,no,5,26400,no
848528,technology,middle,low,6,no,no,4,28800,no
852537,technology,junior,high,2,no,yes,4,38400,yes
600117,marketing,junior,low,1,no,yes,4,16800,yes
649679,sales,junior,medium,3,no,no,4,21600,no
107616,technology,junior,medium,1,no,yes,1,30000,yes
266413,technology,junior,medium,1,no,yes,3,33600,yes
477651,sales,middle,medium,7,no,no,5,39600,no
334993,technology,junior,low,2,no,no,5,19200,no
933870,technology,sinior,medium,2,no,yes,3,52800,no
502375,technology,middle,medium,3,no,no,4,51600,no
955960,purchasing,middle,medium,7,no,no,3,33600,no
608137,sales,middle,low,9,no,no,2,18000,no
893853,technology,middle,high,6,yes,no,3,68400,no
688849,sales,junior,high,3,no,no,3,30000,yes
791764,sales,junior,medium,1,no,no,3,27600,yes
833788,technology,middle,medium,7,no,no,5,46800,no
970052,marketing,middle,high,7,no,no,4,56400,no
944786,sales,junior,medium,2,no,no,4,27600,no
332614,sales,junior,low,3,no,no,2,12000,yes
921748,sales,middle,medium,7,no,no,4,38400,no
848797,technology,middle,medium,3,no,no,4,51600,yes
651517,purchasing,middle,low,2,no,no,3,27600,yes
783447,sales,junior,medium,2,no,yes,3,27600,yes
987017,technology,middle,medium,4,no,no,3,49200,no
717265,sales,junior,medium,2,no,no,5,21600,no
763662,technology,middle,medium,8,no,no,4,45600,no
843634,hr,junior,medium,3,no,no,4,30000,no
299494,sales,junior,low,2,no,no,3,18000,yes
247911,sales,sinior,high,7,no,yes,4,66000,no
558792,purchasing,junior,medium,1,no,yes,3,21600,yes
656302,marketing,middle,medium,5,no,no,4,36000,no
467386,sales,sinior,medium,2,no,no,3,57600,no
711605,technology,middle,high,2,no,yes,5,57600,no
127295,sales,sinior,medium,8,no,no,3,50400,no
928913,purchasing,junior,low,2,no,no,4,12000,yes
640949,marketing,middle,medium,9,no,no,4,36000,no
498591,technology,middle,medium,9,no,no,4,50400,no
767457,hr,junior,low,2,no,no,4,16800,no
377995,technology,junior,medium,1,no,no,4,31200,no
765262,hr,middle,medium,6,no,no,3,34800,no
907862,sales,middle,high,3,no,no,2,56400,no
107906,sales,sinior,high,5,no,no,3,64800,no
193882,purchasing,junior,medium,5,no,no,3,22800,no
867513,purchasing,junior,low,4,no,no,3,19200,no
486988,technology,middle,low,1,no,no,4,28800,no
273482,technology,middle,medium,2,no,no,3,49200,no
334413,sales,middle,medium,6,no,no,5,44400,no
230849,sales,middle,low,7,no,no,3,18000,no
179909,marketing,junior,medium,3,no,no,3,31200,yes
281101,technology,junior,medium,2,no,no,5,26400,no
925458,sales,middle,high,5,no,yes,4,48000,no
304014,sales,middle,high,5,no,yes,4,48000,no
680267,marketing,middle,medium,6,no,no,3,39600,no
873270,sales,sinior,high,8,no,no,3,74400,no
285001,purchasing,middle,low,4,no,no,3,19200,no
424440,technology,junior,medium,1,no,no,4,34800,no
546783,technology,junior,medium,1,no,no,3,33600,yes
311723,marketing,sinior,medium,7,no,no,5,63600,no
843790,purchasing,sinior,low,1,no,no,3,25200,yes
346332,sales,sinior,high,5,no,no,5,64800,no
225674,purchasing,middle,medium,5,yes,no,3,33600,no
836357,sales,junior,medium,3,no,no,3,26400,yes
896783,sales,middle,medium,5,no,no,4,43200,no
